Word	[ (Document1, Count1), ... ]
small-craft	(22, 1) 
small-scale	(22, 1) (19, 1) (4, 1) (21, 1) 
smaller	(21, 2) (27, 12) (25, 1) (12, 6) (9, 1) (18, 1) (22, 3) (29, 1) (26, 4) (11, 1) (8, 1) (13, 6) (24, 2) (5, 1) (10, 1) (28, 1) (17, 2) 
smaller-calibre	(27, 2) 
smallest	(27, 3) (26, 2) 
smaragdina	(26, 1) 
smart	(3, 1) 
smearing	(23, 1) 
smite	(24, 1) 
smith	(21, 3) (22, 1) (1, 1) 
smithdom	(21, 1) 
smiths	(21, 1) 
smoke	(29, 2) (27, 4) (22, 2) 
smoked	(2, 1) 
smokejumper	(10, 1) 
smolensk	(2, 1) 
smooth	(21, 1) 
smoothbore	(30, 2) 
sms	(12, 1) (13, 1) (8, 1) 
smuggling	(21, 2) 
snap	(26, 1) 
snatch	(27, 1) 
snatching	(26, 1) 
sniper	(8, 1) 
snows	(10, 1) 
so	(10, 5) (26, 5) (21, 12) (19, 4) (20, 1) (15, 2) (30, 2) (17, 9) (2, 1) (9, 1) (24, 6) (18, 1) (8, 2) (27, 10) (4, 1) (13, 4) (23, 6) (12, 4) (22, 6) 
so-called	(26, 1) (20, 1) 
sobering	(27, 1) 
social	(26, 10) (21, 2) (24, 2) (19, 2) (17, 3) (2, 7) (1, 1) (20, 7) 
socialism	(20, 1) (17, 1) 
socialism?	(17, 1) 
socialisms	(19, 1) 
socialist	(19, 2) (15, 1) (2, 5) 
socialite	(17, 1) 
socially	(2, 1) (21, 1) 
societies	(21, 2) (26, 4) (24, 1) 
society	(24, 7) (26, 3) (2, 6) (17, 5) (25, 1) (21, 1) (9, 1) (20, 1) 
societyhistorian	(19, 1) 
societyin	(26, 1) 
societys	(17, 1) 
socio-political	(20, 1) 
sociobiology	(26, 1) 
socket	(24, 1) 
socketed	(24, 1) 
soft	(3, 1) 
softer	(26, 1) 
sogdian	(23, 7) 
sogdian-influenced	(23, 1) 
sogdian-involved	(23, 1) 
sogdian-turkic	(23, 1) 
sogdians	(23, 5) 
soil	(3, 1) (21, 1) (26, 5) 
soilduring	(26, 1) 
soil—no	(21, 1) 
sojourn	(17, 1) 
sokolova	(26, 1) 
solar	(26, 1) 
sold	(21, 2) (20, 1) (2, 2) (9, 1) (25, 1) (17, 1) (12, 1) (13, 1) 
soldaten-	(20, 1) 
soldier	(20, 1) (21, 2) (10, 1) (26, 1) (29, 1) (16, 1) (24, 1) 
soldier-theorist	(1, 1) 
soldieraustralian	(19, 1) 
soldiermobilizationas	(21, 1) 
soldiers	(21, 24) (19, 9) (1, 1) (15, 3) (22, 4) (20, 3) (27, 1) (26, 2) (23, 12) (10, 3) (2, 6) (24, 13) (5, 2) 
soldiersancient	(24, 1) 
soldiershistoryfirst	(8, 1) 
sole	(19, 1) 
solely	(5, 1) (2, 1) (6, 1) 
solenopsis	(26, 3) 
solid	(26, 1) (30, 1) 
solid-fuel	(27, 1) 
solihull	(19, 1) 
solitary	(26, 1) 
solitude	(17, 1) 
solomon	(15, 1) 
solution	(17, 3) (21, 1) (30, 1) (27, 2) (24, 1) (2, 1) 
solutions	(17, 2) (9, 1) (26, 1) (27, 1) 
solve	(17, 1) (6, 1) (26, 1) 
solved	(27, 1) (8, 1) (9, 2) 
solving	(26, 1) 
somali	(22, 2) (27, 1) 
somalia	(27, 1) 
some	(27, 28) (22, 7) (9, 1) (15, 2) (13, 11) (19, 13) (10, 6) (1, 1) (3, 1) (26, 51) (17, 15) (21, 15) (20, 10) (2, 12) (7, 4) (23, 5) (8, 9) (24, 8) (30, 5) (18, 2) (11, 1) (12, 11) (25, 1) (5, 2) (28, 7) (16, 1) (29, 1) 
somehow	(17, 1) (21, 1) 
someone	(17, 1) (23, 1) (18, 1) 
something	(27, 1) (17, 2) 
sometimes	(17, 3) (21, 1) (19, 1) (13, 4) (29, 1) (26, 4) (1, 1) (20, 2) (2, 1) (27, 4) (8, 2) (12, 4) (6, 1) (5, 1) 
somewhat	(20, 1) (13, 1) (26, 1) (16, 1) (12, 1) (27, 1) 
somewhere	(23, 1) 
somme	(2, 1) 
sommerfeld	(17, 1) 
son	(17, 6) (2, 3) (21, 1) (23, 11) (24, 3) 
sonatas	(17, 2) 
song	(23, 3) 
sons	(23, 1) (2, 1) (20, 1) (17, 2) (21, 2) 
soon	(21, 4) (2, 3) (24, 3) (22, 6) (23, 3) (19, 5) (5, 1) (17, 5) (20, 1) (27, 9) (6, 1) (30, 3) (28, 1) (25, 1) 
sooner	(22, 1) (26, 1) 
sophisticated	(15, 1) (24, 1) (27, 2) 
sophistication	(17, 1) 
sopwith	(13, 2) (19, 2) (12, 2) 
soroko	(19, 1) 
sorry!	(17, 1) 
sort	(27, 2) (24, 1) (28, 1) 
sorter	(17, 1) 
sorties	(13, 1) (12, 1) (8, 2) 
sorts	(22, 1) (4, 2) 
sought	(17, 2) (21, 5) (25, 2) (2, 2) (26, 1) (20, 4) 
souk-ahras	(5, 1) 
soulearly	(2, 1) 
sound	(21, 1) (17, 1) (19, 1) 
sound-locating	(27, 1) 
sound-location	(27, 1) 
sounds	(26, 4) 
sour	(21, 1) 
source	(21, 4) (26, 3) (2, 1) (17, 1) (23, 4) (24, 3) 
sourced	(8, 1) 
sources	(8, 1) (21, 3) (26, 1) (24, 2) (27, 1) 
sourcesby	(12, 1) (13, 1) 
south	(13, 6) (21, 74) (17, 2) (15, 2) (10, 10) (5, 13) (18, 1) (8, 2) (25, 1) (7, 1) (12, 6) (24, 4) (22, 5) (28, 1) (26, 7) (23, 8) (19, 4) (27, 1) (30, 1) (20, 3) 
south-east	(20, 1) 
south-west	(20, 1) (5, 1) 
southabolitioniststhe	(21, 1) 
southchinaancient	(24, 1) 
southeast	(20, 1) (2, 1) (21, 2) (6, 1) 
southeastern	(21, 1) 
southern	(21, 54) (20, 2) (5, 1) (10, 7) (24, 5) (8, 1) (25, 1) (26, 2) (22, 3) (23, 7) (19, 3) 
southerner	(21, 1) 
southerners	(21, 14) 
southernmost	(20, 1) 
souths	(21, 4) 
southwest	(20, 1) (24, 1) 
southwestern	(24, 1) (21, 1) 
sovereign	(21, 1) (24, 1) (20, 1) (25, 1) 
sovereignty	(25, 1) (13, 1) (21, 4) (12, 1) (22, 1) 
soverth	(5, 1) 
sovetskogo	(13, 1) (12, 1) 
soviet	(12, 3) (5, 1) (19, 12) (9, 2) (8, 13) (15, 6) (4, 1) (10, 4) (29, 1) (13, 3) (20, 3) (7, 5) (11, 1) (28, 2) (30, 6) (2, 20) (27, 9) 
soviet-made	(8, 1) 
soviet-or	(28, 1) 
soviet-sourced	(30, 1) 
soviet-supported	(8, 1) 
soviet/russian	(9, 1) 
soviets	(8, 2) (27, 1) (10, 5) (19, 2) (20, 1) (2, 3) 
soviet–afghan	(10, 1) 
soviet–allied	(19, 1) 
soviet–american	(19, 1) 
soviet–japanese	(19, 1) 
sowing	(8, 1) 
soyuza	(12, 1) (13, 1) 
sp	(26, 1) 
spaag	(27, 1) 
spaags	(27, 1) 
space	(27, 1) (8, 1) (2, 2) (24, 1) (9, 1) (17, 3) (4, 1) (1, 1) (13, 6) (29, 1) (7, 2) (12, 6) (20, 1) 
space/time	(9, 1) 
spacean	(12, 1) (13, 1) 
spaced	(17, 1) (29, 1) 
spaceit	(17, 1) 
spacemunitions	(13, 1) (12, 1) 
spaces	(26, 1) (30, 1) 
spacetime	(17, 11) 
spain	(17, 1) (12, 2) (27, 1) (2, 1) (8, 1) (25, 6) (22, 1) (13, 2) (10, 1) (28, 1) 
spain7th	(5, 1) 
spainhelicopter	(12, 1) (13, 1) 
spainmeanwhile	(25, 1) 
span	(10, 1) 
spanin	(2, 1) 
spanish	(2, 1) (27, 1) (17, 2) (13, 2) (8, 2) (15, 4) (25, 11) (22, 6) (26, 1) (9, 1) (12, 2) (7, 1) 
spanish-french	(22, 1) 
spanishthere	(25, 1) 
spanish–american	(22, 1) 
spanning	(23, 3) 
spare	(19, 1) (13, 1) (20, 1) (17, 1) (12, 1) 
sparing	(26, 1) 
sparking	(8, 1) 
sparrow	(28, 1) 
sparrowrim-116	(28, 1) 
sparse	(24, 1) (27, 1) 
sparta	(24, 3) 
spartak	(19, 1) 
spartan	(24, 1) 
spartanc-130j	(15, 1) 
spartans	(24, 1) 
spatially	(26, 1) 
spawned	(30, 1) (21, 2) 
spd	(20, 1) 
speak	(23, 1) (17, 1) 
speaker	(2, 1) 
speakers	(20, 1) 
speaking	(20, 1) (2, 2) (17, 1) (21, 1) 
spear	(24, 8) 
spearhead	(24, 1) 
spearheaded	(22, 1) 
spearheads	(24, 1) 
spearmen	(24, 1) 
spears	(24, 8) 
spearsinfantry	(24, 1) 
special	(21, 1) (17, 15) (19, 2) (5, 12) (8, 3) (20, 3) (10, 10) (26, 3) (2, 2) (27, 2) (13, 1) (22, 11) (12, 1) (7, 6) (15, 1) (14, 2) 
special-forces	(10, 1) 
speciale	(10, 1) 
specialise	(26, 3) 
specialised	(26, 3) (8, 1) (22, 2) 
specialising	(14, 1) 
specialist	(26, 1) (27, 3) (13, 1) (7, 1) (12, 1) (30, 1) 
specialists	(26, 1) (24, 1) (27, 1) 
specialized	(26, 3) (30, 3) (5, 1) (22, 5) (24, 1) (8, 1) 
specially	(26, 1) (27, 1) (14, 1) (22, 3) (12, 1) (13, 1) (9, 1) 
specially-built	(3, 1) 
specialties	(16, 2) (7, 1) (22, 1) 
specialty	(9, 1) 
species	(26, 94) 
species-specific	(26, 1) 
speciesant	(26, 1) 
speciesdefenceants	(26, 1) 
specific	(26, 1) (9, 2) (10, 1) (17, 2) (5, 1) (20, 2) (22, 3) (27, 3) (24, 2) (15, 1) (6, 2) (16, 2) (29, 1) 
specifically	(29, 3) (22, 1) (8, 2) (5, 2) (2, 1) (7, 1) (27, 4) (6, 1) (13, 1) (12, 1) 
specifications	(22, 2) (27, 1) 
specified	(21, 1) (20, 1) (22, 1) (23, 1) 
specimen	(26, 1) 
specious	(2, 1) 
spectators	(17, 1) (4, 1) 
spectre	(19, 1) 
spectrum	(17, 1) (26, 1) 
speculated	(9, 1) (8, 1) (17, 1) 
speculation	(19, 1) (28, 1) (24, 1) 
spedizione	(19, 1) 
speech	(19, 1) (21, 1) (17, 5) (2, 9) (20, 1) 
speeches	(17, 2) (2, 4) 
speed	(24, 8) (29, 1) (12, 9) (21, 1) (27, 7) (17, 2) (22, 6) (13, 9) (6, 4) (15, 1) 
speedan	(6, 1) 
speeds	(24, 1) (12, 4) (26, 2) (27, 3) (8, 1) (13, 4) (17, 2) 
speedtactical	(15, 1) 
speedthe	(17, 1) 
speedy	(24, 1) 
speer	(2, 6) 
spell	(2, 1) 
spelled	(2, 1) (18, 1) 
spelling	(27, 1) 
spellmount	(10, 1) (5, 1) 
spencer	(21, 2) (19, 1) 
spend	(26, 1) (8, 1) (22, 1) 
spending	(2, 2) (29, 1) (25, 1) 
spends	(12, 1) (13, 1) (26, 1) 
spent	(17, 7) (23, 1) (2, 1) (22, 1) (28, 1) 
sperm	(26, 2) 
spermathecae	(26, 1) 
sperry	(27, 1) 
spetsnaz	(8, 1) 
sphecomyrma	(26, 1) 
sphecomyrminae	(26, 1) 
spheres	(2, 1) 
spice	(25, 1) 
spies	(21, 1) (19, 1) 
spike	(24, 1) (29, 3) 
spikemost	(29, 1) 
spin	(17, 1) 
spinning	(17, 1) (6, 1) 
spinozas	(17, 1) 
spiracles	(26, 1) 
spirit	(2, 1) 
spiritless	(17, 1) 
spiritual	(17, 1) 
spite	(2, 2) (15, 1) 
spitfire	(8, 1) 
splinters	(2, 1) 
split	(30, 1) (21, 5) (27, 2) 
splitting	(21, 1) 
spoke	(2, 5) (17, 1) (20, 4) 
spoken	(20, 4) (24, 1) 
spokesmen	(21, 1) 
sponsored	(2, 1) 
spontaneous	(17, 1) 
spoon-shaped	(24, 1) (22, 1) 
spores	(26, 1) 
sport	(24, 1) 
sporting	(4, 1) 
spot	(21, 1) (6, 1) (13, 1) (12, 1) 
spots	(12, 1) (13, 1) 
spotsylvania	(21, 1) 
spotting	(22, 1) (28, 1) (6, 1) (27, 1) 
spottingair	(4, 1) 
spouses	(23, 1) 
spp	(26, 3) 
spraying	(26, 2) 
spread	(26, 2) (24, 3) (2, 2) (27, 1) (21, 2) (19, 2) 
spreadpitchbackbell	(6, 1) 
spring	(21, 3) (26, 2) (17, 1) (24, 1) (23, 2) (20, 1) 
springs	(21, 1) 
sprint	(28, 1) 
sprut-sd	(10, 1) 
spurred	(13, 1) (2, 1) (12, 1) 
spurs	(26, 1) 
spy	(17, 1) (8, 1) (7, 1) 
sq	(9, 1) (20, 4) (22, 1) 
sqn	(14, 1) 
squad	(29, 1) 
squadron	(12, 1) (5, 4) (15, 1) (13, 1) (10, 2) (22, 2) (19, 2) 
squadrons	(19, 1) (13, 3) (7, 2) (5, 3) (12, 3) (22, 1) (8, 2) (21, 1) 
squadronsinfantryair	(7, 1) 
squads	(2, 1) 
squamellaria	(26, 1) 
square	(19, 1) (24, 1) (22, 1) (17, 1) 
square-like	(24, 1) 
squared	(27, 1) 
squarely	(21, 1) 
squash	(26, 1) (29, 1) 
squatter	(10, 1) 
srboc	(28, 2) 
sri	(26, 1) (24, 3) (5, 1) (17, 1) (22, 1) 
srilankan	(22, 1) 
ss	(22, 1) (2, 4) (20, 1) 
ss-n-2	(28, 1) 
ss-n-27	(28, 1) 
ss10	(29, 1) 
ssg	(10, 1) 
ssm	(28, 1) 
sssr/russian	(28, 1) 
st	(9, 1) (22, 1) (21, 2) (10, 1) 
staatskommissar	(2, 1) 
stab-in-the-back	(2, 2) 
stabbed	(2, 1) (20, 1) 
stability	(23, 1) 
stabilize	(14, 1) 
stabilized	(20, 1) 
stable	(26, 1) 
stableeinstein–cartan	(17, 1) 
stackpole	(10, 1) 
stadtholder	(25, 5) 
stadtholders	(25, 2) 
staff	(25, 1) (10, 1) (22, 6) (2, 1) (13, 1) (15, 1) (7, 3) (19, 1) (12, 1) (5, 3) 
staffed	(24, 1) 
staffhowever	(22, 1) 
stafflist	(2, 1) 
staffto	(13, 1) (12, 1) 
stage	(26, 2) (7, 1) 
staged	(19, 1) 
stages	(19, 1) (22, 1) (24, 1) (8, 1) (26, 3) (21, 2) 
staggering	(8, 1) 
staging	(2, 1) (19, 1) (13, 1) (12, 1) 
stahr	(21, 2) 
stalemate	(2, 1) (22, 2) (23, 1) 
stalematedat	(23, 1) 
stalin	(2, 1) 
stalingrad	(2, 1) (8, 1) (11, 4) (15, 3) 
stalinist	(19, 1) 
stalks	(26, 1) 
stalling	(12, 1) (13, 1) 
stalwart	(21, 1) 
stamford	(9, 2) 
stamping	(19, 1) 
stamps	(21, 1) 
stance	(2, 1) (8, 1) 
stand	(21, 4) (19, 1) (24, 1) 
stand-off	(29, 1) 
standard	(24, 2) (20, 1) (27, 10) (28, 2) (22, 1) (5, 1) (17, 1) (7, 1) 
standardised	(27, 1) 
standardized	(22, 1) 
standards	(27, 1) (20, 1) (17, 1) (2, 1) 
standing	(21, 1) (24, 1) (17, 1) 
standoff	(8, 1) (14, 2) 
stands	(27, 1) 
stanford	(19, 1) 
stangensteuerung	(8, 1) 
stanhope	(13, 1) (12, 1) 
stanislas	(20, 1) 
stanley	(22, 1) 
staplehurst	(5, 1) 
star	(17, 2) (8, 1) (9, 3) 
starboard	(12, 2) (13, 2) 
stark	(28, 2) 
starlite	(5, 1) 
starrer	(30, 1) 
stars	(10, 1) (17, 1) 
starship	(26, 1) 
start	(10, 1) (22, 1) (21, 2) (13, 3) (7, 1) (27, 4) (19, 1) (12, 3) (8, 1) 
started	(8, 1) (13, 1) (10, 1) (25, 2) (21, 3) (23, 2) (22, 1) (20, 2) (12, 1) (5, 1) (24, 1) (19, 3) (27, 15) 
starting	(27, 3) (13, 1) (28, 1) (8, 1) (4, 1) (25, 1) (12, 1) (17, 1) (24, 3) 
starts	(26, 1) 
starvation	(24, 1) (14, 1) (2, 3) (21, 2) 
starving	(21, 1) 
state	(21, 37) (2, 15) (22, 1) (13, 1) (26, 3) (8, 2) (24, 5) (23, 8) (17, 6) (25, 1) (20, 16) (7, 1) (19, 8) (12, 1) 
state-funded	(2, 1) 
statebragg	(21, 1) 
stated	(21, 3) (2, 3) (12, 1) (8, 1) (13, 1) (19, 2) (20, 1) (17, 3) (23, 2) 
statehood	(21, 1) 
stateless	(2, 1) 
statement	(2, 2) 
statements	(2, 1) 
states	(2, 12) (21, 107) (8, 10) (4, 3) (28, 2) (24, 11) (27, 12) (23, 2) (22, 17) (10, 8) (14, 1) (12, 6) (30, 1) (26, 1) (17, 7) (20, 2) (19, 6) (13, 6) (18, 8) (25, 7) (16, 2) (7, 9) (5, 4) (15, 2) (9, 1) 
states-rights	(21, 1) 
states101st	(5, 1) 
statesair	(16, 1) 
statesby	(21, 1) 
statescurrent11	(12, 1) (13, 1) 
statesin	(21, 1) (22, 1) 
statesman	(21, 1) (17, 1) 
statesmaryland	(21, 1) 
statesnorth	(19, 1) 
statessome	(27, 1) 
stateswarfare	(24, 1) 
stateswhen	(22, 1) 
states—south	(21, 1) 
statewide	(20, 1) 
static	(30, 3) (27, 7) (17, 4) 
stating	(17, 2) (2, 1) (21, 1) 
station	(21, 2) (27, 1) (22, 1) (3, 1) 
stationary	(29, 2) 
stationed	(20, 3) (19, 2) (22, 1) (21, 1) 
stationery	(10, 1) 
stationing	(21, 1) 
stations	(2, 1) (27, 1) 
statistical	(17, 4) 
statistically	(17, 1) (10, 1) (18, 1) 
statistics	(17, 5) (20, 1) (21, 1) 
statistics1919	(17, 1) 
statisticsin	(17, 1) 
statue	(17, 1) 
statues	(21, 2) (24, 1) 
status	(21, 4) (17, 1) (4, 1) (20, 5) 
statusin	(17, 1) 
statuspresident	(21, 1) 
statute	(19, 1) 
statutory	(20, 1) 
stauffenberg	(2, 1) 
staunchest	(21, 1) 
stay	(21, 2) (17, 2) (24, 1) (8, 1) (23, 2) (2, 1) 
stayed	(17, 2) (21, 1) (19, 4) (23, 1) 
staying	(23, 1) (14, 1) 
steadily	(2, 1) (21, 2) (13, 1) (12, 1) 
steady	(12, 1) (27, 1) (2, 1) (13, 1) 
steady-state	(17, 3) 
stealing	(26, 1) (15, 1) 
stealth	(13, 1) (27, 7) (28, 2) (8, 6) (12, 1) (9, 1) 
stealthy	(27, 1) (8, 1) (10, 1) 
steam	(12, 6) (23, 1) (13, 6) (21, 1) (28, 1) (22, 1) 
steam-	(12, 1) (13, 1) 
steam-driven	(21, 1) 
steam-powered	(21, 1) 
steamboats	(21, 1) 
steaming	(28, 2) 
steamships	(21, 1) 
steel	(27, 3) (6, 1) (22, 6) (24, 1) (2, 1) 
steel-hulled	(22, 1) 
steep	(27, 1) 
steer	(29, 2) 
steered	(2, 1) 
steering	(22, 1) 
steiner	(2, 4) 
steiners	(2, 1) 
steleepitaphs	(23, 1) 
stem	(2, 1) 
stem-groups	(26, 1) 
stemmed	(25, 1) 
stems	(26, 4) 
stendal	(10, 1) 
step	(27, 1) (17, 1) 
stepdaughters	(17, 1) 
stephen	(10, 2) (21, 2) (4, 1) (20, 1) 
steppe	(23, 1) 
stepped	(10, 1) (22, 1) 
steps	(23, 1) (26, 1) 
steregushchiy-class	(28, 1) 
sterile	(26, 3) 
sterling	(21, 1) 
stern	(12, 1) (13, 1) (17, 1) (22, 1) (19, 1) 
sternite	(26, 1) 
sternum	(26, 1) 
steve	(9, 1) 
steven	(23, 1) (19, 1) (25, 1) (24, 1) 
stewart	(9, 1) (17, 1) (19, 1) (2, 1) 
steyr	(2, 1) 
stick	(26, 1) 
sticks	(10, 1) 
sticky	(26, 2) 
stiff	(19, 1) 
still	(19, 2) (10, 1) (2, 3) (30, 6) (12, 3) (20, 4) (21, 6) (24, 4) (3, 1) (13, 3) (6, 3) (29, 3) (26, 1) (22, 6) (27, 6) (8, 1) (17, 7) (25, 1) (23, 1) (7, 1) 
stimulated	(17, 1) 
stimulation	(26, 1) 
stimuli	(20, 1) 
stimulus	(17, 1) 
sting	(26, 6) 
stinger	(27, 2) 
stinging	(26, 3) 
stingless	(26, 1) 
stings	(26, 3) 
stipulated	(2, 1) 
stipulation	(10, 1) 
stirrup	(24, 1) 
stobar	(12, 10) (13, 10) 
stock	(2, 1) (25, 1) 
stockholm	(17, 1) 
stockpiled	(4, 1) 
stockpiles	(29, 2) 
stol	(5, 1) 
stolfi	(2, 1) 
stoltz	(17, 1) 
stomach	(26, 1) (2, 1) (23, 1) 
stone	(24, 2) (21, 1) 
stones	(21, 3) (26, 1) 
stonewall	(21, 3) 
stonewallupon	(21, 1) 
stood	(21, 1) (19, 1) 
stooge	(27, 1) 
stop	(21, 2) (15, 1) (13, 1) (30, 1) (12, 1) (6, 1) (19, 3) (22, 1) (2, 1) 
stop-gap	(12, 1) (13, 1) 
stopped	(21, 1) (27, 1) (2, 2) (23, 1) (17, 1) 
stopping	(23, 1) (21, 1) 
stops	(26, 1) 
storage	(26, 3) (13, 3) (24, 1) (12, 3) (28, 1) 
storch	(10, 1) 
store	(23, 1) (26, 1) 
stored	(26, 4) (13, 1) (12, 1) 
stores	(26, 2) (22, 2) 
stories	(27, 1) (26, 1) 
storing	(26, 1) (12, 1) (6, 1) (13, 1) 
storm	(23, 1) (22, 1) 
stormed	(2, 1) (17, 1) 
stormtroopers	(2, 2) 
storstrøm	(10, 1) 
story	(10, 2) (26, 2) (23, 2) 
stoughton	(5, 1) 
stoughtonflake	(19, 1) 
stovl	(13, 30) (5, 1) (12, 30) 
stow	(30, 1) 
stowed	(22, 1) 
strabo	(24, 1) 
strafing	(5, 1) 
strahlung	(17, 1) 
straight	(17, 1) (24, 1) 
straight-line	(17, 1) 
straight-wing	(8, 2) 
strained	(15, 1) (20, 1) 
strait	(22, 1) 
straits	(8, 2) (12, 1) (13, 1) 
straits—and	(23, 1) 
stranded	(15, 1) 
strangled	(19, 1) (23, 1) 
strangling	(23, 1) (19, 1) 
strany	(27, 2) 
strasbourg	(20, 9) 
strassburg	(20, 10) 
strasser	(2, 4) 
strategic	(2, 3) (20, 4) (27, 4) (15, 7) (25, 3) (5, 1) (8, 6) (10, 2) (22, 8) (19, 2) (23, 1) (7, 5) (13, 2) (4, 5) (12, 2) 
strategically	(12, 1) (20, 1) (8, 1) (19, 1) (22, 1) (13, 1) 
strategies	(2, 2) (26, 2) (8, 2) (24, 3) 
strategist	(21, 1) 
strategists	(22, 1) 
strategy	(22, 1) (2, 2) (27, 1) (28, 1) (5, 1) (21, 5) (24, 7) (8, 4) (4, 2) (26, 1) 
strategypagecom	(9, 1) 
stratosphere	(27, 1) 
straßburg	(20, 1) 
stream	(27, 1) (23, 1) 
streaming	(2, 1) 
streams	(24, 1) 
street	(20, 1) (19, 1) (17, 1) 
streets	(17, 1) (2, 1) 
strength	(2, 2) (23, 1) (10, 1) (22, 3) (21, 1) (4, 1) 
strengthen	(2, 1) (21, 1) 
strengthened	(2, 1) (19, 1) 
strenuous	(22, 1) 
strepsipteran	(26, 1) 
stressed	(2, 1) 
stressing	(26, 1) 
stretched	(24, 1) (13, 1) (12, 1) 
stretches	(21, 1) 
stricken	(23, 1) 
strict	(17, 1) (2, 1) 
strictly	(21, 1) (13, 1) (17, 1) (12, 1) (6, 1) 
stridulation	(26, 1) 
strife	(21, 1) (24, 1) (19, 1) 
strijd	(25, 1) 
strike	(25, 1) (19, 1) (10, 2) (21, 1) (4, 1) (24, 2) (5, 2) (13, 8) (29, 1) (12, 8) (8, 5) 
strike/power	(12, 1) (13, 1) 
strikes	(13, 2) (9, 1) (12, 2) (17, 1) (24, 1) (4, 2) (8, 4) (29, 1) 
striking	(21, 1) (26, 1) (24, 1) 
string	(23, 1) 
stringency	(22, 1) 
strip	(15, 2) 
stripe	(16, 1) 
striped	(10, 2) (20, 1) 
stripped	(2, 2) 
strips	(10, 1) 
strive	(8, 1) 
striving	(19, 1) 
stroke	(13, 2) (12, 2) 
strong	(12, 1) (19, 6) (23, 2) (21, 2) (25, 1) (20, 1) (22, 1) (13, 1) (10, 2) (17, 3) (5, 1) (24, 3) (2, 2) (26, 3) 
strong-willed	(2, 1) 
stronger	(2, 1) (19, 1) (25, 1) (21, 2) (26, 2) 
strongest	(20, 1) 
stronghold	(21, 1) 
strongly	(12, 2) (29, 1) (2, 1) (17, 1) (13, 2) (24, 3) (5, 1) 
stroud	(27, 2) 
strove	(20, 1) 
struck	(28, 3) (19, 1) (18, 1) (17, 1) 
structural	(6, 1) 
structure	(17, 3) (26, 3) (20, 1) (12, 2) (21, 1) (24, 1) (2, 1) (10, 1) (27, 1) (13, 2) (7, 1) 
structureat	(17, 1) 
structureon	(5, 1) 
structures	(7, 1) (20, 1) (26, 9) (22, 1) (27, 1) 
structurescultivation	(26, 1) 
structuresmost	(27, 1) 
structuresthe	(12, 1) (13, 1) 
struggle	(25, 1) (23, 1) (20, 1) (18, 1) (21, 2) (2, 4) 
strumigenys	(26, 3) 
strung	(27, 1) 
stryker	(15, 1) 
stuart	(25, 2) (21, 1) 
stuartan	(21, 1) 
stubborn	(19, 1) 
stubborneinstein	(17, 1) 
stubs	(26, 1) 
student	(17, 3) (24, 1) (2, 1) (10, 1) 
studentmusic	(17, 1) 
students	(17, 3) 
studentship	(17, 1) 
studied	(17, 1) (26, 3) (21, 2) (22, 2) 
studies	(26, 7) (17, 1) (5, 1) (21, 1) (19, 4) (18, 1) 
studiesmorphologyants	(26, 1) 
studio	(17, 1) 
studios	(17, 1) 
study	(17, 7) (26, 9) (13, 1) (8, 1) (18, 7) (22, 1) (12, 1) (9, 1) (21, 1) (10, 1) (2, 1) (24, 1) 
studyalbert	(17, 1) 
studyeven	(21, 1) 
studyon	(17, 1) 
stunde	(2, 1) 
stunts	(6, 1) 
stupendously	(7, 1) 
stupidity	(2, 1) 
sturmabteilung	(2, 1) 
stx	(13, 1) (12, 1) 
style	(2, 2) (24, 4) (5, 1) (21, 1) 
stylehitler	(2, 1) 
stylised	(24, 1) 
styria	(2, 1) 
styx	(28, 3) 
su-33	(12, 2) (13, 2) 
sub-order	(26, 1) 
sub-types	(13, 1) (12, 1) 
sub-typesanti-submarine	(12, 1) (13, 1) 
subcommittee	(13, 1) (12, 1) 
subcontinent	(24, 1) (9, 1) 
subdue	(23, 1) (24, 1) (19, 1) 
subdued	(24, 1) 
subduing	(26, 1) 
subfamilies	(26, 2) 
subhumans	(2, 1) 
subject	(26, 4) (29, 1) (21, 3) (23, 1) (25, 1) (27, 1) (17, 3) 
subjected	(27, 1) 
subjects	(21, 1) 
submarine	(21, 1) (27, 2) (19, 1) 
submarines	(28, 2) (27, 4) (13, 3) (22, 1) (12, 3) 
submarinesfixed-wing	(7, 1) 
submerged	(26, 1) 
submergence	(26, 1) 
submission	(24, 1) (20, 1) 
submit	(24, 1) 
submitted	(22, 1) (17, 6) (23, 4) 
submitting	(24, 1) 
subordinate	(20, 1) 
subordinated	(10, 1) 
subordinates	(2, 4) (23, 3) (21, 1) 
subpages	(7, 1) 
subscribe	(21, 1) 
subscriptions	(25, 1) 
subsequent	(12, 1) (8, 1) (21, 1) (2, 1) (17, 2) (22, 3) (23, 3) (13, 1) 
subsequently	(10, 3) (26, 1) (30, 2) (19, 2) (2, 2) (21, 3) (27, 2) (8, 1) (28, 1) (22, 1) (24, 1) (5, 1) (17, 1) 
subsistence	(21, 1) 
subsonic	(8, 1) 
substantial	(8, 1) (30, 1) (9, 1) (7, 1) (15, 1) (19, 1) 
substantially	(8, 1) (10, 1) (26, 2) (17, 1) (22, 1) 
substitute	(21, 1) 
substitutes	(21, 2) 
subsurface	(27, 2) 
subterranean	(26, 2) 
subtle	(17, 1) 
succeed	(10, 1) (19, 1) (6, 1) (2, 1) (22, 3) 
